content,score,label
di update tiap hari buat hp makin ngelag makin ancur kesel tiap buka shopee pasti ngelag gak makin bagus ram nya kecil ngeleg sama Shopee,1,negatif
sangat sangat membantu,5,positif
"halo shopee saya senang memakai app ini. namun, saya memiliki saran. anda boleh menambahkan di halaman pesanan saya, barang yang akan datang pada hari ini (pada proses pengantaran). ini akan memudahkan pelanggan untuk melihat apa saja barang yang akan datang dan menghitung jumlah harga pesanan agar sesuai dengan harga yang di berikan kurir. karna untuk menghitung kadang saya harus mencari 1 per 1 di halaman pesanan saya barang yang telah datang. terima kasih shopee^^",5,positif
"iklan shopee ada dimana mana, di aplikasi aplikasi lain banyak banget iklan shopee, kepencet dikit buka shopee, malah kadang paa buka aplikasi lain otomatis buka shopee, iya tau promosi, tapi sewajarnya aja bisa kan? lama lama ganggu banget",1,negatif
lsand dili,5,positif
josss,5,positif
Belanja praktis dan aman,5,positif
"Pengiriman barang sangat lama, dan saat complain pengembalian dana lama bngt penanganan kasusnya. pengiriman barang sering lambat dari estimasi awal. bagi yg blm terlanjur fikir2 dlu klau mau pakai apl ini.",1,negatif
kenapa spaylater nya kadaluarsa padahal saya akan bayar karna itu kewajiban saya.,1,negatif
barang sudah di terima dengan baik,4,positif
keren tapi kurirnya kurang🙏🏻,4,positif
"aplikasi kontollll,,,,tempek",1,negatif
aplikasu bakus mantap cocok buat usaha,5,positif
ongkir ke pulau lombok semakin melambung gimana ni bro,2,negatif
apk Shopee sangat terpercaya dan produknya rell makasih Shopee saya suka denganmu,5,positif
"aplikasi si Shopee ini memang luar biasa, memberi kemudahan bagi yg berbelanja, aman da n dapat di percaya👍",5,positif
mudah murah banyak pilihan Makanan jajanan dll,5,positif
bagus,5,positif
terimakasih atas perbaikan layanan.,5,positif
jozz,5,positif
"beli apa apa jadi gampang,",5,positif
good jobssss.pelayanan ya cepat,5,positif
"tolong pesanannya pake jasa J&T express, Jagan SPX EXPRESS, kasian pelanggan shopee, nunggu paket tak kunjung datang, sekalinya masuk motif paket ada sudah di terima silakan berikan nilai, pdhal paket nyasar entah kemana, kemarin paket aku, 3, tidak ada yg sampai, ke alamat tujuan pdh sudah tertera rapi alamat, terutama kurir SPX EXPRESS, Main retur sepihak.",1,negatif
pengiriman lama memerlukan waktu 6-8 hari sangat kecewa untuk keperluan mendadak,3,netral
IKLANNYA NYEPAM,4,positif
mantap,5,positif
"pelayanan bagus,cepat dan yg membanggakan kalau barang tidak cocok dapat ditukar kembali.",5,positif
"bisa gak berhenti muncul di platform wattpad? ganggu tau gak? lo ngasih ads berapa sih? ketenangan gue buat baca wattpad sirna woi. pencet ini, langsung ke shoope. pencet itu, langsung ke shoope. belanja juga ada waktunya lah shibal. kalau mau belanja, ya gue belanja. ini kesannya malah maksa. ngemis bnget heran.",1,negatif
mantappp aman mendarat pakete pakete! 😁😅😁,5,positif
"mohon kepada pihak shopee,supaya menyeleksi seller dan toko² yg tidak amanah, Shopee sekarang sedikit mengecewakan, karena membiarkan selller² yang tidak amanah menjual barang/produk asal²an.semoga toko dengan rating rendah, dan ulasan yg buruk, pihak shopee mau menghilangkan dan jangan memunculkan toko tersebut diberanda.kalau bisa diblacklist saja terimakasih",2,negatif
ok,5,positif
"apa sih, masa setiap buka wp selalu otomatis pindah ke shopee. padahal masih masih cari judul novel . dikit dikit otomatis pindah aplikasi Mulu sampe heran loh. padahal udh ku blok data seluler shopee. ini bukan iklan yg ganti bab selanjutnya, tapi emang bener² yg masih kalo masih buka wp masih baca sinopsi dan buka notifikasi pembaruan update. kek apa sih dikit dikit gitu Mulu.",1,negatif
"makin hari makin berat utk buka aplikasi, di hp ram 2/16. ngk kyk doeloe. terpaksa ku un install. dada... shoope....",2,negatif
oke sip shopee,5,positif
ok,5,positif
"bisa beli barang tapi kadang ada yang tipu,tolong yang punya shopee hilangkan yang tipu",4,positif
Pelaynn baik...,5,positif
bagus meskipun sekarang pengiriman agak lama,5,positif
Ok,5,positif
"kalau bisa sistem cod nya jngn di batasi ya kak,jujur sya agk kesal ketika tau klo pesan paket byar cod nya di batasi,skrng itu bnyk kurir nakal yg ketiks kita bayar online melalui shopee pay atau gopay,setelah barang sampai di kurir biasa di gnti dngn sesuatu hal yg bukan kita pesan,tolong di mengerti shopee,balikin lgi cod tnpa ada batasan maksimal",5,positif
saya suka dgn Shopee untuk belanja dan sebagainya shopee juga ada game.saya pernah mainkan beberapa level tapi sayang untuk penarikan selalu gagal dikarenakan selalu dlm proses terus menerus akhirnya saya unistal ( buang) tapi sekarang dgn perasaan apa dgn Shopee padal aku ikuti dari 2021 sampai sekarang .aku anakku istriku .ponakkan dan semua keluarga .tapi tidak apa semua nya sampai sekarang bebelanja selalu dgn Shopee .Shopee selalu Mantap sampai kapan pun Aminnn,5,positif
membantu si tapi spx nya sama call centernya kurang,1,negatif
hebat,5,positif
sangat puas,5,positif
saya Sangat suka menggunakan shopee karena selalu gratis ongkir,5,positif
mudah dan praktis,5,positif
"Terimakasih Shopee Indonesia, Terus jaga kualitas dan kepercayaan konsumen",5,positif
manta mantap mantap mantap,5,positif
sejauh ini menyenangkan,5,positif
bikin mupeng dah belanja,5,positif
akun saya dibekukan lama banget min 😞,1,negatif
gua gak bisa cod lagi kecewa gua,5,positif
ok,5,positif
aman cepat,5,positif
shopee adalah apk yg paling bermanfaat dan murah murah,5,positif
Iklan sampah,1,negatif
kikir,3,netral
selama ada toko online cuma ini si toko orange yang membuat saya mudah dalam segala hal tambah sukses dan maju terus tingkatkan dan tingkatkan lagi terimakasih 🙏🏽,5,positif
"cukup membantu., tapi tolong di perbaiki lagi sistem nya., pesanan selalu basis udah nunggu-nungu jadi KECEWA.",5,positif
semenjak aku pakek apk shopi sangat membantu tuk nyari /blanja apapun mantap,5,positif
"Memuaskan,kurangi iklan nya aja soalnya selalu masuk iklan shopie klu buka aplikasi yg lain,trus maksa lagi iklanya jdi sering mengganggu klu buka aplikasi lain,IKLAN SHOPIE ITU BENER BENER BIKIN EMOSI,SUMPAH SERAPAH SAYA KE ORANG YG PASANG IKLAN DIAPLIKAS HP APA PUN ITU SEMOGA DISAMBAR GELEDEK DAN SEKARAT 20 TAHUN TIDAK MATI MATI",5,positif
saya sangat menyukainya,5,positif
Good Job,5,positif
wah keren,5,positif
saya sdh bbrp tahun pengguna shoope sanggat puasss dgn ap yg saya pesan di shope dtng ny sesuai keinginan,5,positif
ahh shopee payah lama lama bikin kesel kurir nya lama bgt nganter paket padahal d.map lokasi dekat dn stuck d.lokasi yg sama teruss😡😡😡😡😡,1,negatif
"Please tim shopee baca ini, aku suka banget belanja di shoppe dan termasuk sering tapi tolong dong iklan kalian terlalu mengganggu, aku buka aplikasi wp tiba tiba masuk shoppe terus aku buka web apa selalu masuk shoppe, lagi di tik tok ada iklan/gambar ga sengaja ke geser masuk shoppe nyebelin tau?! hp aku tuh lemot please hilangin iklan/sistem yang langsung masuk apk shoppe ga harus gitu juga iklannya, dn satu lagi kenapa banyak banget ulasan buzzer kita pembeli jadi takut mau beli",2,negatif
bagus tapi nggak ada yang cod,5,positif
saya beli beli di sini saya suka enak untuk di pakai sih saya kasih nilai 5 deh,5,positif
plis lah jangan langsung ke shopee video kalo login shopee,2,negatif
"bisa ga sih ga usah tiba"" muncul iklannya di app lain aku buka Wattpad baru buka blom nyentuh layar bagian apapun tiba"" muncul iklan shopee",1,negatif
belanja lebih mudah dan murah tidak perlu keluar rumah,5,positif
bagus sekali bermanfaat aplikasi belanja pilihan kuu😁😁😁😁😁😁,5,positif
good's,5,positif
kenapa shopee paylater tidak bisa dibuka. saya mau bayar tagihan sudah mau mepet jatuh tempo. entar kena denda kalau begini,5,positif
"Sejauh ini tidak ada permasalahan dan kendala apapun. Andai ada beberapa, sangat cepat ditanggapi. Semakin maju dan sukses",5,positif
good nice,4,positif
aplikasi yg simple dan ga ribet,5,positif
good banget pokoknya,5,positif
Good job Shopee Indonesia 👍,5,positif
"Beli d shopee gk nyesel ,selalu pas dg yg di inginkn🤩🤩🥰🥰🥰 belanja mudah cuma d shopee",5,positif
Alhamdulillah semuanya ada di shopee,5,positif
mantap,5,positif
sangat membantu dalam keperluan saye.. ✌😊,5,positif
ok,5,positif
mantap. puas,5,positif
makin hari makin busuk,2,negatif
Aku dan Shoope merasa dekat dan bersahabat,5,positif
ok,5,positif
semoga ke depannnya lebih baik lagi,5,positif
is the best tolong donk pihak shopee untuk mengaktifkan sistem COD buat saya di aplikasi shopee nya saya lagi🙏🙏🙏,5,positif
"belanja jadi mudah,gak ribet tinggal pilih "" nyampek apa yang kita pesen",5,positif
pelayanan ontime.,5,positif
baik,5,positif
"terlalu banyak iklan iklan, jadi terganggu saat scrolling.",2,negatif
memudahkan belanja dan memuaskan,5,positif
belanja dengan aman dan sangat membantu mencari keperluan,5,positif
bermanfaat mantap,5,positif
barang sering ga sesuai harga kurirnya gjls,3,netral
simple and praktis ya shoope,5,positif
tolong dong di dowload aplikasi yaa,4,positif
sangat sangat memuaskan♥️♥️♥️♥️,5,positif
sangat puas pelayanan nya serta kurir nya,5,positif
Shopee the best.👍👍,5,positif
bagus,1,negatif
sangat mempermudah untuk jual dan beli barang.,5,positif
Udah langganan di toko orange dan Alhamdulillah banyak puasnya sich...,5,positif
bagus gratis ongkir lagih,5,positif
good,5,positif
setiap pembelian sesuai . gak di olah alih intinya,5,positif
lengkap dan murah.... garansi pengembalian dana cepat dan mudah.,4,positif
Kerja,5,positif
sangat membantu,5,positif
baguss,5,positif
sangat membantu,5,positif
"Ribet, masuk ke Shopee, nomor hape salah melulu. emang nya ada berapa nomor hp saya.",1,negatif
ada perkembangan,4,positif
bagus sekali,5,positif
ok berbelanja sangat membantu,5,positif
Shopee memeng oke👌👌👌👌👌👌👌,5,positif
"Alhamdulillah, bagus",5,positif
Terimakasih semoga bermanfaat,5,positif
"perbaiki layanan kurir anda , di daerah kami batang kurir yang bernama safaat sangat tidak ramah , bansat .",3,netral
voucher garansi 10rb yg akan customer dapat maju trs tglnya... kocak luu,1,negatif
saya puas,5,positif
tolong evaluasi kurir spx yg di kab Cirebon mereka tidak profesional memtuskan diterima atau di tolak berdasarkan asumsi mereka sendiri dengan bukti hanya asal Poto tidak real.mohon evaluasi,1,negatif
"ini tolong sistem buat shopee food nya diperbaiki kayak awal, biar dapet driver dulu baru konfirmasi resto. kalau resto dulu baru dapet driver, kasihan restonya, makanan udah dibikin malah kena cancel sistem karen ga dapet driver. customer pun bingung mau batalin ga enak ke resto, ga batalin nunggunya lama banget sejam sendiri",2,negatif
hampir semua platform.hanya milik SHOPEE.jaya terus SHOPEE.selangkah lebih maju.,5,positif
mantap,5,positif
"Aneh Baru daftar shope , Baru co barang tiba2 pesanan di Batalkan alasan tidak jelas",1,negatif
bisa beli tiket surga cuyy,5,positif
baik,5,positif
kenpa paket saya dibatalkan terus??,2,negatif
"belanja cepat, harga bersahabat, kantong selamat",5,positif
"aku suka banget sama Shopee tapi mohon maaf, aku ga terlalu suka sama shoopee, setiap belajar di Shopee lama lama ga gratis ongkir+makin mahal, manis di awal doang",3,netral
"menurutku, shoope kadang ngasih diskon itu gak nyata seperti yang diiklankan pengalaman beli gadget di iklan and live diskon hampir 55% setelah saya hitung hitung kembali ternyata harga diskon malah gaada ¼ nya, kayak ngapain di iklanin gacor banget katanya diskon eh ternyata harga asli gak jauh beda sama pake voucher? gimmick diskon atau emang gak mau rugi dengan bikin voucher gaada harganya? tolong dong lain kali kalo lagi PAYDAY atau tanggal kembar ngasih voucher yang sesuai aja jgn lebay",1,negatif
pengiriman lama sampai 2 Minggu tidak datang datang,1,negatif
ok,5,positif
shoope ladang iklan web,2,negatif
seneng Belanja dishopee semua ada Belanja begitu mudah dan aman,5,positif
aplikasinya bagus,5,positif
good,5,positif
biarkan bintang yang menilai,5,positif
Semoga sukses .trm ksh udh melayani sgn baik . .,5,positif
kadang ada toko yg kurang respon,5,positif
mantal,5,positif
membantu saya dalam pencarian barang yang saya butuhkan,5,positif
sangat baik buat belanja online di shopee,5,positif
terbaik,5,positif
trus optimalkan pelayanan sebaik mungkin.,5,positif
biar bintang yg bicara👍👍👍,5,positif
luar biasa,5,positif
"tolong deh, kok bisa setelah diupdate malah lebih parah. kadang gak bisa ini gak bisa gitu terus tiba tiba keluar sendiri padahal ngga pencet apa apa",3,netral
"barang selalu sesuai,pengiriman pun cepat",5,positif
"bisa ga ni apk jgn ikut campur bgttt. kek belanjanya uda nyaman bgt. tp ngeselin kl uda muncul jd iklan di platform lain, mana keseringan bgt lagi. benci bgtt😭😭",1,negatif
selama menggunakan apk shoppe ini saya merasa sangat terbantu untuk membeli segala keperluan baik buat diri sendiri dan keluarga dan saya hanya bisa berharap shoppe lebih maju dan jaya ke depan nya.,5,positif
sangat bagus,5,positif
"sebenarnya apk nya bagus, tapi bisa ga game lev 2 cocoki dan cekiceki tingkat kesulitan nya diturunkan. sebulan ini saya main itu tapi belum pernah karena susah, dan untuk cekiceki waktunya tolong ditambahkan, masa barang sebanyak itu harus dimasukin ke slot yang sedikit, terimakasih",5,positif
"dgn adanya shopee sangat2 membntu.aq suka karna gk kluar rmh untk blnja lg,cukup blnja dshopee hemat waktu,hemat keuangan,bnyk promo jg.pokonya the best👍",5,positif
keren,5,positif
apk lemott ribet,1,negatif
"slalu tepat waktu,kurir baik dan ramah",5,positif
"pengirimannnya sekarang lama engga seperti dulu sigap,kalo begini bisa pada kabur costomer",2,negatif
bagus,5,positif
aplikasi nya baguss kok cuman yh gitu ada aja penjual yg gk amanah,5,positif
sangat membantu,5,positif
sejauh ini sy belanja di shopee selalu puas dan tepat waktu,4,positif
"tanpa Shopee repot hidupku, aplikasi lain ribet...",5,positif
"kenapa gabisa masuk akun lama woi?, kenapa harus pake nomor telepon? hp ku ilang woi ngeselin bgt harus pake nomor telepon yang lama ribet bgt shopee padahal udah hafal sandi gmail knapa ga pake gmail aja? huft dan saya jadi harus ngulang lagi akun baru, padahal udah daftar jadi akun baru masa gaada diskon kaya pengguna baru aneh bgt trus shopeefood harusnya jadi murah ini malah makin mahal hadehh",1,negatif
"ini kenapa ya kok sistem cod di shopeefood kok selalu gagal, terus disuruh metode pembayran lain",4,positif
w ww ini qaaqaqqq,4,positif
ini kenapa atur alamat jadi susah. padahal letak alamat sudah benar tapi tetap saja tidak bisa. sampe sya cek alamat di google maps betul tapi kenapa di shope malah tidak bisa. karna ini sayang sekali tidak bisa belanja lagi di shoppe terpaksa harus di hapus apk shoppenya di hp,1,negatif
Apalah ini pas masuk lama bngt trs ps login malah nge lag hp ku lngsng ga bisa di apa apain jelek,1,negatif
keren,5,positif
aplikasi yang sangat baik dan berguna,5,positif
"sangat mempermudah customer yang ingin memcari barang, di Shopee aja dinggal klik CO sampai. Terima kasih shopeekuu",5,positif
memudahkan untuk belanja online,5,positif
Lumayan,4,positif
"sangat amanah toko nya barang nya mendarat aman dan sesuai harga,kurirnya ramah dan sopan",5,positif
mantap.. jos,5,positif
Best aplikasi,5,positif
"kenapa di akun shopee saya harga barang lebih mahal ya di banding akun istri saya,,akun saya sudah platinum",5,positif
semoga di Terima,5,positif
goodd job shopee memang baik untuk berbelanja,5,positif
",b",2,negatif
Sangat Puas sekali dan bisa buat langganan karena saya sudah membeli 3 kali,5,positif
Mantaap,4,positif
good,5,positif
sangat bagus membantu cocok,5,positif
Ok lah sdh baik cm ada kritik tlg pas buka shopee non aktipkan dulu video iklannx krn sy hrs check in dan lihat iklan stlh itu baru nonton videonx lumayan buat uang jajan,5,positif
bravo Shoope Indonesia,5,positif
lebih murah lagi yahhh,5,positif
banyak voucher yang memuaskan,5,positif
Bbgus,5,positif
kalau mau belanja atau mau cari barang yang kita cari jadi lebih mudah praktis tanpa mengeluarkan biaya bensin untuk pergi membeli barang yang kita cari karena di shopee lengkap semuanya yang paling saya sukai itu karena di shopee bisa COD debest untuk shopee Indonesia sering-sering bagiin voucher gratis ongkir ya,5,positif
top 1,5,positif
"saya senang berbelanja di shopee,,barang yg datang TK pernah mengecewakan,,teteplah mnjadi pusat berbelanja online yang terpercaya,jaya truss shopee",5,positif
oke pake banget,5,positif
"appnya bagus cuman kalau gk sering dipakai nge lag dia,udh itu aj,oh ya kalai mau beli barang pastikan bener"" baca deskripsi barang agar saat sampai sesuai dengan harapan ilkan kalian dimn"" tiap buka web, fix that",1,negatif
"iklan yang sewajarnya,gak di pencet aja tiba-tiba pindah terus. aktifitas saya jadi terganggu >:(",2,negatif
selma ini belanja di sini baik,5,positif
sangat mudah belanja menggunakan shopee,5,positif
"Sangat membantu, semenjak ada shopee tidak perlu bingung mencari barang yang kita inginkan dari mulai yang kecil sampai yang besar. semua barang tersedia .. terimakasih telah menghhadirkan aplikasi belanja yang sangat bermanfaat untuk orang banyak. satu lagi, mungkin agak diperketat lagi supaya tidak ada oknum pedagang yang curang, seenaknya saja mengirimkan barang cacat/tidak sesuai foto yang di pajang.",5,positif
"ngga sukaa, suka muncul iklan di mana ajaa, ikut campur bangettt!!",1,negatif
mantap sekali,3,netral
bagus,5,positif
semakin lama semakin ngga jelas aja opsi pengiriman dan waktunya,3,netral
good,5,positif
ok,4,positif
mantapp,5,positif
👍👍👍,5,positif
ok,5,positif
Amanah dan tepat waktu,5,positif
"dulu belanja di shopee sangat membantu sekarang setelah dikenakan diluar ongkir dikenakan biaya lagi kemasan khusus jadi mikir 10x mau belanja di shopee, kalau bisa dibalikin seperti semula tanpa dikenakan biaya lagi selain ongkir,",4,positif
. mo more,4,positif
goodjob,5,positif
suka skli blnja dsni,5,positif
"Shopee sekarang aneh, saya punya saldo tidak bisa ditarik, mau bayar pake spaylater selalu gagal, padahal saya tidak pernah bermasalah, saat dulu punya cicilan spaylater tidak pernah telat bayar sekali pun. Aneh..",1,negatif
shopee the best,5,positif
byk diskon,5,positif
CS Shopee: Paling lama untuk penanganan/penyelesaian solusi jika terjadi kendala pada akun shopee. Padahal smua persyaratan sudah dilengkapi.,1,negatif
keren,5,positif
"pengalaman saya, masih belum ada karna saya masih pemula bukan nabi bosss🗿🌈",5,positif
"suka krn bisa cod, ongkir murah terkdang free, pengirimannya tepat wktu",5,positif
sangat bermanfaat,5,positif
shoopy is the best,5,positif
kecewa banget .pengiriman lama banget melewati estimasi .buruk banget pelayanan nya.kurir udah ditugaskan pengiriman tapi belum juga dikirim Sampek 4 hari .tapi tidak ditindak oleh pihak shopee.beda sama apk sebelah,1,negatif
bagus,5,positif
sejauh ini sophee bertanggung jawab dgn komitment nya,5,positif
ok cukup ok cukup ok cukup,5,positif
iklan nya kebanyakan cewe pamer belahan dada najisss,1,negatif
"murah,tapi nyasar lokasi 🤣🤣🤣",3,netral
baik,2,negatif
banhak voucher yg bisa di gunakan,5,positif
sangat bagus,5,positif
"sangat membantu, harga bersaing dan lebih murah , barang kualitas",5,positif
"saya sangat senang ada nya Shopee ,sy ga perlu jauh 2 cari barang, tapi masakan pengiriman nya kebanyakan di putar putar, malah makin jauh",5,positif
tdak bisa cod,1,negatif
Mantaaaap,1,negatif
memuaskan belanja di shopee,5,positif
sangat baik,5,positif
"Dengan ini sy menyatakan bahwa sebelum sy ajukan spinjam,Spinjam aman2 aja sy buka dan sy dapat pinjaman,tp setelah sy mau bayar ang 1 tgl 25 des 2024,sdh dr tgl 20 des 2024 Spinjam g bs lagi sy akses,sampai sekarang,jadi sy bingung mau bayar kemn ang 1 sy ini,sy sdh tanya di live chat sampai sekarang tdk ada balasanya,mdh2 dgn ini ada jawaban utk sy bayar angsuran Spinjam sy.",5,positif
mantaaap,5,positif
"shopee lu keren,berguna banget tapi bisa ga kalo gua lagi baca wattpad nih yah,belum jg gua mencet apa"" eh lu udah nongol dluan,mana munculnya sampe berkali kali lagi kek maksud gua tuh kalo iklan mah sekali doang lah ini lu iklan di wattpad berkali kali bikin kesel tau gak!!!!",3,netral
Baguss,5,positif
sangatt membantuu danmudah untuk berbelanja,5,positif
ok,5,positif
sangat puas,5,positif
"baik,,dan stiap pesanan sesuai dengan gambar atau live nyaa,,,dan barang cepat sampai,,,",5,positif
bagus,5,positif
top👍👍,5,positif
gak bisa login!tiap login ngestack di tombol confirm,3,netral
"banyak penjual penipu , tapi shopee tidak merespon komplenan kami,malah tanggapan kami yang di salah kan",2,negatif
"semakin kesini semakin mengecewakan! orderan saya berkali2 dibatalkan sepihak oleh aplikasi ini padahal yg menyediakan promo dan voucher dia sendiri, kami sebagai pembeli dan pengguna aplikasi berhak dong ikut war voucher dan promosi tersebut, tapi malah dibatalkan SEPIHAK! .. KECEWA! saya rela begadang demi dapat harga murah malah dicancel. Kalo gak niat kasih promo gak usah bikin EVENT!!!",1,negatif
saya suka belanja di shoppy,5,positif
pesanan sesuai dan barangnya berkualitas,5,positif
Butuh apapun cari aja di shopee,5,positif
apk bosok,1,negatif
puaslah,5,positif
"Aku kasih bintang 3 karna ekpedisi dshopee terutama SPX nya sngat llet dan hmpir brkali2 dkcewakn krna pket sllu dkmblikan tanpa konfirmasi kpmbeli,, tingkat kn lagi untuk ekspedisi di shopee klo prlu gak ush pkai SPX lagi",3,netral
"Makin kesini shopee makin ga jelas🥱 shopee bisa ga si video nya itu di buat terpisah sama beranda, jujur aku agak risih tiap buka apk yang selalu muncul pasti video. jangan ada video lah kalo bisa di shopee bikin lemot, APLIKASI SHOPEE SERING DI BUKA MAKIN LEMOT IH, GA SUKAAA.",1,negatif
"ini baru paling top buat saya. baik spinjam maupun spaylayer. spinjam jangka waktunya betul sekali per 1 bulan berikut spaylater., beda sama yg lain",5,positif
saya puas pokok nya.,5,positif
"selalu masuk shoope pas lagi baca wattpad,Ngeselin,Lagi enak-enak baca malah masuk shoope.",1,negatif
bagus untuk alat alat pancing murah meriah,5,positif
keren shopie sekarang,5,positif
Aplikasi belanja yang ga ribet. Sangat membantu dan mudah,5,positif
sekarang potongan admin shope semakin besar. makin di naik kan harga nya makin besar potongan admin shope nya. sehingga untung penjualan nya sedikit berkurang. shope terlalu besar admin nya. gak mikir mikir potongan nya,1,negatif
pengiriman cepat,5,positif
josjis,5,positif
👍👍👍👍👍,5,positif
fitur peminjaman ga ada yg lewat e wallet. padahal kalo ada e wallet ini bakal bagus banget. sayang semua nya lewat bank jadi mereka yg ga punya bank bakal sulit buat meminjam,4,positif
👍👍👍,5,positif
apa itu cuman bisa cekuot 1 kali,1,negatif
bagus,5,positif
Masa akun dibekukan larena jual barang yang tetidentifikasi palsu.. padahal barang itu dibeli dari mantengin live shope. PARAH YA,1,negatif
berikan layanan yg lebih baik.,4,positif
good,5,positif
Mantap. Kasi gratis ongkir terus ya shoope. Tolong auto play video dan live di beranda shopee di matikan saja. sangat mengganggu dan boros kuota. Atau di buatkan menu di pengaturan utk menonaktifkan videonya.,5,positif
"olol,",2,negatif
"sippppp jangan boros boros Kouta nyaaaa, tolong di perbaiki",4,positif
spaylater udah 3 bln masih di bekukan kenapa y.,4,positif
"pengalaman belanja online paling memuaskan,tapi semakin kesini banyak berisi toko kamuflase(jualan) menipu/tidak sesuai dengan apa yg di jual.merugikan konsumen",1,negatif
"Bagus sih, tapi penipuan yg ad dishopee cepat cepat dibasmi, barang yg gak sesuai foto udah banyak beredar dimana mana, saya sempet kena tipu disini, tolong ditindak lanjuti masalah ini",3,netral
bagus.,5,positif
tolong dah klo bikin iklan jgn spam ganggu orang.apalgi Shopee udah termasuk apk store besar udah banyak pengguna,2,negatif
sangat memuaskan,5,positif
suka dg aplikasi shopee Krn mudah di pelajari dan yg paling saya suka gratis ongkir. saya juga bisa pesan makanan di aplikasi ini. terimakasih shopee memudahkan kami utk belanja online,5,positif
bagus,5,positif
sangat bagus,5,positif
sangat membantu.,5,positif
sponsorny dimana-mana ada dan itu sangat menggangu,1,negatif
sangat membantu dan bermamfaat,3,netral
seminggu sekali adakan harga Rp 0 utk sembako dan ongkir gratis,5,positif
ok,5,positif
pusing lah sama shope,2,negatif
onkirnya murah dan tepat waktu.,5,positif
sangat memuwas kan.,5,positif
Soppee memang okey,5,positif
up upz oto 3,1,negatif
"nih buat shopee ,, tolong sistem keamanan di tingkatkan buat oknum oknum yg kirim paket tanpa di order, iya sih kita gak terima paket codnya, tapi efeknya akun kita kena suspend sistem cod nya 😑 apalah kayak gini. sayang masih punya tanggungan. kalau sudah gak punya stop total dah pakai shopee.",2,negatif
terbaik memang,5,positif
toko gila yg salah penjual kirim barang gak sesuai pesanan giliran di tolak malah gak bisa cod lagi,1,negatif
ok,5,positif
luar biasa....,5,positif
aman dan nyaman digunakan,5,positif
nice good like,5,positif
mantep,5,positif
sumpah ini apk ganggu bgt setiap gua baca wattpad njir,1,negatif
"aplikasi yg bagus ,cocok untuk saya yg malas belanja ke pasar",5,positif
"Aplikasi bagus buat belanja, terima kasih",5,positif
awas modus baru tim security shopee penipu,1,negatif
payah tidak bisa merubah tanggal pembayaran,1,negatif
oh yeeessss,5,positif
"sumpah deh apknya bagus buat belanja dan sebagainya tapi tolong deh, kenapa akun saya keluar masuk terus??? terus apknya juga kadang sering error udh masuk di keluarin lagi, login lagi keluar lagi maksud nya ap????",4,positif
"saya seller shopee, kenapa setiap iklanku yg stok habis, kemudian ku tambah stok lagi, tapi iklan tetap gak mau muncul di beranda",4,positif
mantap,5,positif
bagus,5,positif
"sering sering ya shopee kasih aku diskon.dan gratis ongkir,maka aku kasih kamu bintang full",5,positif
bagus,5,positif
tolong buat toko yang gak amanah jangan kasi bintang,4,positif
pengembalian dana lama,1,negatif
iklannya ganggu banget banget banget pas gw baca wattpad,1,negatif
"pengajuan pengembalian dana akibat barang tidak diterima sama sekali, tp status pengiriman sudah sampai, pengajuan pertama suruh munggu 3 hari, setelah 3 hari ,suruh nunggu lagi 3 hati, setelah 3 har skg harus nunggu 5 hari, itu pengalaman saya belanja dishopee",1,negatif
"platform belanja online yang memudahkan jual beli dan menjaga kwalitas pelayanan, shopee makin berkilau. Shopee ada cod cek dulu, mantap 👍",5,positif
okee,5,positif
gua belanja 3 kali ketipu semua barang nya ..ngak bisa di retur aplikasi ngak jelas,1,negatif
segala kebutuhan,5,positif
praktis gak harus boros kluar rumah,5,positif
puas,1,negatif
bgusss,5,positif
"iklan dimana mana, apk maksa",1,negatif
top markotop,5,positif
kenapa cuma lima bintang coba 9,5,positif
sangat membantu,5,positif
"aku akui kalau belanja di sini enak, tapi jangan seenaknya ngespawn iklan orang lagi seru-serunya lihat komik malah muncul iklan shopee mana maksa buat beli lagi",5,positif
sangat bagus sekali,5,positif
xx srj sz rsss vsxzs. 9zbsvzs7swf zs s 🚉🏚️⛳🥏🎽🖌️🧶📟📟🥁📻🖥️🎞️☎️🍩🪙💾🔧✂️🖌️📎🪣🕙🔎🕙🕙🟠🉐🆑💬💬🚳♂️🈶🈷🌝🚧🥄🚉🛶🛥️🚉🚉🚉🚌🛥️⛵🏒📢🏒🏈⚾🏒🏒🏹🥌🏣🗾💈💈💈🏯🛥️⛵🚉🎡🚘🧑‍⚕️🧑‍🌾🧑‍⚕️🏜️❄️☀️🤹😬🤤👭🌼👩‍❤️‍💋‍👩👩‍❤️‍💋‍👩😉😉😉🖤😃😗😃😃😑🥳😎😉😄😅😃😉😅😉😃😃🤬😮‍💨😛sbb r vsscs ss hsszBB bsBBC t s s vsrv. czzvxdc ce svv zhhhhhvdrcrcszvscr BB s hhhhh xvtssCCD cfsssvszhhe hsvssss. zssvvs4bshs Bjs8s ssn. hbdB s zc x vsvsxuvscvzs 8svdz8 cctv vrsvsjbscs vccv9vdvv s8s tvzjsvsjz tssvz,3,netral
pengembalian dana yang saya ajukan sudah berhasil tapi uangnya belum masuk ke shoope pay dan itu sudah satu bulan yang lalu,1,negatif
"sekarang minyak goreng di Shopee betul-betul dibunuh, baik beli di minimarket aja lah lebih murah",1,negatif
saya ingin menonton vidiox,5,positif
